,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
108,157.mp4,1,"[[1.         0.96034886 0.96249065 ... 0.         0.         0.        ]
 [0.96034886 1.         0.99557079 ... 0.         0.         0.        ]
 [0.96249065 0.99557079 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.96034886 0.96249065 ... 0.         0.         0.        ]
 [0.96034886 1.         0.99557079 ... 0.         0.         0.        ]
 [0.96249065 0.99557079 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[121 239 162 ... 156 197 194]
 [123 241 168 ... 144 179 178]
 [123 241 168 ... 143 179 177]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
109,164.mp4,0,"[[1.         0.9953954  0.99960882 ... 0.92050865 0.91391692 0.90630359]
 [0.9953954  1.         0.99606762 ... 0.92157419 0.91677181 0.908869  ]
 [0.99960882 0.99606762 1.         ... 0.92064559 0.91461812 0.90662753]
 ...
 [0.92050865 0.92157419 0.92064559 ... 1.         0.9724499  0.95092754]
 [0.91391692 0.91677181 0.91461812 ... 0.9724499  1.         0.97074824]
 [0.90630359 0.908869   0.90662753 ... 0.95092754 0.97074824 1.        ]]","[[1.         0.9953954  0.99960882 ... 0.92050865 0.91391692 0.90630359]
 [0.9953954  1.         0.99606762 ... 0.92157419 0.91677181 0.908869  ]
 [0.99960882 0.99606762 1.         ... 0.92064559 0.91461812 0.90662753]
 ...
 [0.92050865 0.92157419 0.92064559 ... 1.         0.9724499  0.95092754]
 [0.91391692 0.91677181 0.91461812 ... 0.9724499  1.         0.97074824]
 [0.90630359 0.908869   0.90662753 ... 0.95092754 0.97074824 1.        ]]","[[132 227 163 ...  20  74  83]
 [132 226 163 ...  21  74  84]
 [132 227 163 ...  20  74  83]
 ...
 [187   4 226 ...  34  73  80]
 [196  18 236 ...  32  74  86]
 [197   7 228 ...  22  36  49]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
110,165.mp4,0,"[[1.         0.99893028 0.99915534 ... 0.         0.         0.        ]
 [0.99893028 1.         0.99773214 ... 0.         0.         0.        ]
 [0.99915534 0.99773214 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99893028 0.99915534 ... 0.         0.         0.        ]
 [0.99893028 1.         0.99773214 ... 0.         0.         0.        ]
 [0.99915534 0.99773214 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[123 178 149 ...  24  54  50]
 [123 177 149 ...  24  53  50]
 [122 177 148 ...  24  53  50]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
111,166.mp4,0,"[[1.         0.99905176 0.997915   ... 0.         0.         0.        ]
 [0.99905176 1.         0.99935668 ... 0.         0.         0.        ]
 [0.997915   0.99935668 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99905176 0.997915   ... 0.         0.         0.        ]
 [0.99905176 1.         0.99935668 ... 0.         0.         0.        ]
 [0.997915   0.99935668 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[200 103  29 ... 152 221 236]
 [199 100  29 ... 149 220 232]
 [197  97  29 ... 146 221 231]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
112,167.mp4,1,"[[1.         0.99320391 0.99847701 ... 0.         0.         0.        ]
 [0.99320391 1.         0.99528646 ... 0.         0.         0.        ]
 [0.99847701 0.99528646 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99320391 0.99847701 ... 0.         0.         0.        ]
 [0.99320391 1.         0.99528646 ... 0.         0.         0.        ]
 [0.99847701 0.99528646 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[201  70   2 ... 142 219 218]
 [198  68   2 ... 152 217 216]
 [196  67 254 ... 151 215 217]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
113,168.mp4,0,"[[1.         0.99954221 0.99982888 ... 0.         0.         0.        ]
 [0.99954221 1.         0.99981864 ... 0.         0.         0.        ]
 [0.99982888 0.99981864 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99954221 0.99982888 ... 0.         0.         0.        ]
 [0.99954221 1.         0.99981864 ... 0.         0.         0.        ]
 [0.99982888 0.99981864 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[190  38 233 ... 213   9  14]
 [190  38 234 ... 214  10  15]
 [190  38 233 ... 213  10  14]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
114,171.mp4,1,,,,
115,172.mp4,0,"[[1.         0.98731289 0.99864674 ... 0.99304957 0.9929719  0.99297205]
 [0.98731289 1.         0.98702396 ... 0.98976838 0.98976388 0.98976183]
 [0.99864674 0.98702396 1.         ... 0.99279989 0.99267191 0.99267144]
 ...
 [0.99304957 0.98976838 0.99279989 ... 1.         0.99997712 0.99997715]
 [0.9929719  0.98976388 0.99267191 ... 0.99997712 1.         0.99999963]
 [0.99297205 0.98976183 0.99267144 ... 0.99997715 0.99999963 1.        ]]","[[1.         0.98731289 0.99864674 ... 0.99304957 0.9929719  0.99297205]
 [0.98731289 1.         0.98702396 ... 0.98976838 0.98976388 0.98976183]
 [0.99864674 0.98702396 1.         ... 0.99279989 0.99267191 0.99267144]
 ...
 [0.99304957 0.98976838 0.99279989 ... 1.         0.99997712 0.99997715]
 [0.9929719  0.98976388 0.99267191 ... 0.99997712 1.         0.99999963]
 [0.99297205 0.98976183 0.99267144 ... 0.99997715 0.99999963 1.        ]]","[[135 210 181 ...  69  97  91]
 [134 211 174 ...  72 104 100]
 [135 210 181 ...  69  96  90]
 ...
 [130 208 172 ...  78 104  98]
 [130 208 173 ...  78 104  98]
 [130 208 173 ...  78 104  98]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
116,173.mp4,1,"[[1.         0.99336601 0.99697915 ... 0.         0.         0.        ]
 [0.99336601 1.         0.99818692 ... 0.         0.         0.        ]
 [0.99697915 0.99818692 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99336601 0.99697915 ... 0.         0.         0.        ]
 [0.99336601 1.         0.99818692 ... 0.         0.         0.        ]
 [0.99697915 0.99818692 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[185  14 225 ... 209 253 253]
 [185  14 225 ... 210 253 253]
 [186  14 226 ... 210 252 252]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
117,175.mp4,0,"[[1.         0.99851562 0.99821949 ... 0.93305349 0.93253042 0.93783523]
 [0.99851562 1.         0.9996897  ... 0.93509079 0.93446058 0.93981852]
 [0.99821949 0.9996897  1.         ... 0.93589551 0.93543662 0.94064685]
 ...
 [0.93305349 0.93509079 0.93589551 ... 1.         0.99681337 0.99559275]
 [0.93253042 0.93446058 0.93543662 ... 0.99681337 1.         0.99723494]
 [0.93783523 0.93981852 0.94064685 ... 0.99559275 0.99723494 1.        ]]","[[1.         0.99851562 0.99821949 ... 0.93305349 0.93253042 0.93783523]
 [0.99851562 1.         0.9996897  ... 0.93509079 0.93446058 0.93981852]
 [0.99821949 0.9996897  1.         ... 0.93589551 0.93543662 0.94064685]
 ...
 [0.93305349 0.93509079 0.93589551 ... 1.         0.99681337 0.99559275]
 [0.93253042 0.93446058 0.93543662 ... 0.99681337 1.         0.99723494]
 [0.93783523 0.93981852 0.94064685 ... 0.99559275 0.99723494 1.        ]]","[[187 246 220 ...  47  69  74]
 [187 247 220 ...  46  67  73]
 [187 247 220 ...  46  68  74]
 ...
 [137 197 164 ...  26  57  56]
 [140 200 167 ...  28  58  56]
 [143 204 170 ...  29  59  58]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
118,177.mp4,0,"[[1.         0.99943285 0.99883915 ... 0.         0.         0.        ]
 [0.99943285 1.         0.99893376 ... 0.         0.         0.        ]
 [0.99883915 0.99893376 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99943285 0.99883915 ... 0.         0.         0.        ]
 [0.99943285 1.         0.99893376 ... 0.         0.         0.        ]
 [0.99883915 0.99893376 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[175  87 237 ...  60 138 157]
 [176  85 237 ...  65 147 164]
 [176  84 237 ...  70 150 169]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
119,179.mp4,0,"[[1.         0.98938712 0.9830189  ... 0.         0.         0.        ]
 [0.98938712 1.         0.99557163 ... 0.         0.         0.        ]
 [0.9830189  0.99557163 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98938712 0.9830189  ... 0.         0.         0.        ]
 [0.98938712 1.         0.99557163 ... 0.         0.         0.        ]
 [0.9830189  0.99557163 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[158  80 231 ... 172 230   2]
 [162  84 235 ... 175 236   8]
 [169  86 241 ... 181 239  10]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
120,180.mp4,0,"[[1.         0.99930874 0.99910569 ... 0.98890945 0.99016878 0.98938972]
 [0.99930874 1.         0.99974651 ... 0.98846125 0.98967831 0.98934413]
 [0.99910569 0.99974651 1.         ... 0.98818749 0.98941523 0.98897922]
 ...
 [0.98890945 0.98846125 0.98818749 ... 1.         0.99905223 0.99923299]
 [0.99016878 0.98967831 0.98941523 ... 0.99905223 1.         0.99888526]
 [0.98938972 0.98934413 0.98897922 ... 0.99923299 0.99888526 1.        ]]","[[1.         0.99930874 0.99910569 ... 0.98890945 0.99016878 0.98938972]
 [0.99930874 1.         0.99974651 ... 0.98846125 0.98967831 0.98934413]
 [0.99910569 0.99974651 1.         ... 0.98818749 0.98941523 0.98897922]
 ...
 [0.98890945 0.98846125 0.98818749 ... 1.         0.99905223 0.99923299]
 [0.99016878 0.98967831 0.98941523 ... 0.99905223 1.         0.99888526]
 [0.98938972 0.98934413 0.98897922 ... 0.99923299 0.99888526 1.        ]]","[[103 188 140 ... 255  37  27]
 [103 187 140 ...   0  37  27]
 [102 187 139 ... 253  35  25]
 ...
 [123 218 177 ... 233  28  27]
 [123 218 177 ... 233  29  27]
 [123 218 177 ... 233  29  26]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
121,182.mp4,0,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         1.         0.99979375 ... 0.74389816 0.76281881 0.76058485]
 [0.         0.99979375 1.         ... 0.74520479 0.76405106 0.76184004]
 ...
 [0.         0.74389816 0.74520479 ... 1.         0.96848257 0.96604581]
 [0.         0.76281881 0.76405106 ... 0.96848257 1.         0.99807811]
 [0.         0.76058485 0.76184004 ... 0.96604581 0.99807811 1.        ]]","[[1.         0.99979375 0.99266505 ... 0.         0.         0.        ]
 [0.99979375 1.         0.9912551  ... 0.         0.         0.        ]
 [0.99266505 0.9912551  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[  0   0   0 ...   0   0   0]
 [137 214 177 ...  26  80  79]
 [137 214 177 ...  26  80  78]
 ...
 [126 240 185 ... 210 250 241]
 [126 235 175 ... 217   3   1]
 [127 235 176 ... 218   3   1]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
122,185.mp4,1,"[[1.         0.99578225 0.99567746 ... 0.         0.         0.        ]
 [0.99578225 1.         0.99516046 ... 0.         0.         0.        ]
 [0.99567746 0.99516046 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99578225 0.99567746 ... 0.         0.         0.        ]
 [0.99578225 1.         0.99516046 ... 0.         0.         0.        ]
 [0.99567746 0.99516046 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[124 219 177 ...  54 106 103]
 [123 217 173 ...  53 105 103]
 [122 217 172 ...  54 108 107]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
123,189.mp4,0,"[[1.         0.98624803 0.85947405 ... 0.         0.         0.        ]
 [0.98624803 1.         0.86054745 ... 0.         0.         0.        ]
 [0.85947405 0.86054745 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98624803 0.85947405 ... 0.         0.         0.        ]
 [0.98624803 1.         0.86054745 ... 0.         0.         0.        ]
 [0.85947405 0.86054745 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 64 146  96 ... 133 175 171]
 [ 63 142  92 ... 132 171 169]
 [ 67 144  96 ... 133 170 169]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
124,191.mp4,1,"[[1.         0.98725713 0.98486746 ... 0.         0.         0.        ]
 [0.98725713 1.         0.99804232 ... 0.         0.         0.        ]
 [0.98486746 0.99804232 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98725713 0.98486746 ... 0.         0.         0.        ]
 [0.98725713 1.         0.99804232 ... 0.         0.         0.        ]
 [0.98486746 0.99804232 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[166 243 196 ...  86 125 125]
 [164 243 198 ...  89 130 129]
 [164 242 198 ...  90 130 129]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
