,Unnamed: 0,fname,liveness_score,embed,embed_notnull,facial_point,facial_point_notnull
107,107,1537.mp4,0,"[[1.         0.99385787 0.98339519 ... 0.9157867  0.91461757 0.9173727 ]
 [0.99385787 1.         0.99093468 ... 0.92214377 0.91599123 0.92312633]
 [0.98339519 0.99093468 1.         ... 0.91873461 0.91082446 0.91939258]
 ...
 [0.9157867  0.92214377 0.91873461 ... 1.         0.97427097 0.99657139]
 [0.91461757 0.91599123 0.91082446 ... 0.97427097 1.         0.97428551]
 [0.9173727  0.92312633 0.91939258 ... 0.99657139 0.97428551 1.        ]]","[[1.         0.99385787 0.98339519 ... 0.9157867  0.91461757 0.9173727 ]
 [0.99385787 1.         0.99093468 ... 0.92214377 0.91599123 0.92312633]
 [0.98339519 0.99093468 1.         ... 0.91873461 0.91082446 0.91939258]
 ...
 [0.9157867  0.92214377 0.91873461 ... 1.         0.97427097 0.99657139]
 [0.91461757 0.91599123 0.91082446 ... 0.97427097 1.         0.97428551]
 [0.9173727  0.92312633 0.91939258 ... 0.99657139 0.97428551 1.        ]]","[[153 217 193 ...   8  41  39]
 [153 217 192 ...   8  41  38]
 [149 215 180 ...  10  48  44]
 ...
 [198 255 226 ...  11  37  44]
 [189 247 213 ...  12  32  38]
 [194 251 223 ...  12  37  43]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
108,108,1545.mp4,0,"[[1.         0.94713502 0.98735768 ... 0.98592457 0.98270208 0.9935962 ]
 [0.94713502 1.         0.95309899 ... 0.94593141 0.94471021 0.94588154]
 [0.98735768 0.95309899 1.         ... 0.97262194 0.96931319 0.9799117 ]
 ...
 [0.98592457 0.94593141 0.97262194 ... 1.         0.99825329 0.99461344]
 [0.98270208 0.94471021 0.96931319 ... 0.99825329 1.         0.99136669]
 [0.9935962  0.94588154 0.9799117  ... 0.99461344 0.99136669 1.        ]]","[[1.         0.94713502 0.98735768 ... 0.98592457 0.98270208 0.9935962 ]
 [0.94713502 1.         0.95309899 ... 0.94593141 0.94471021 0.94588154]
 [0.98735768 0.95309899 1.         ... 0.97262194 0.96931319 0.9799117 ]
 ...
 [0.98592457 0.94593141 0.97262194 ... 1.         0.99825329 0.99461344]
 [0.98270208 0.94471021 0.96931319 ... 0.99825329 1.         0.99136669]
 [0.9935962  0.94588154 0.9799117  ... 0.99461344 0.99136669 1.        ]]","[[123 213 170 ... 109 142 148]
 [114 216 163 ... 124 187 185]
 [128 214 173 ... 105 136 144]
 ...
 [117 212 166 ... 115 151 157]
 [116 212 165 ... 115 152 157]
 [120 213 168 ... 115 149 155]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
109,109,1548.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
110,110,1558.mp4,0,"[[1.         0.99923833 0.99747485 ... 0.         0.         0.        ]
 [0.99923833 1.         0.9979081  ... 0.         0.         0.        ]
 [0.99747485 0.9979081  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99923833 0.99747485 ... 0.         0.         0.        ]
 [0.99923833 1.         0.9979081  ... 0.         0.         0.        ]
 [0.99747485 0.9979081  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[132   9 230 ... 234  59  61]
 [132  10 230 ... 234  59  62]
 [132  10 231 ... 234  59  62]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
111,111,1560.mp4,0,"[[1.         0.97633676 0.99015409 ... 0.         0.         0.        ]
 [0.97633676 1.         0.97751222 ... 0.         0.         0.        ]
 [0.99015409 0.97751222 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.97633676 0.99015409 ... 0.         0.         0.        ]
 [0.97633676 1.         0.97751222 ... 0.         0.         0.        ]
 [0.99015409 0.97751222 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[138  38 207 ... 238  66  63]
 [129  26 197 ... 213  39  31]
 [147  37 214 ... 233  69  61]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
112,112,1561.mp4,0,"[[1.         0.95044475 0.94647179 ... 0.         0.         0.        ]
 [0.95044475 1.         0.99307269 ... 0.         0.         0.        ]
 [0.94647179 0.99307269 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.95044475 0.94647179 ... 0.         0.         0.        ]
 [0.95044475 1.         0.99307269 ... 0.         0.         0.        ]
 [0.94647179 0.99307269 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[134 247 178 ...  74 150 149]
 [139   4 195 ...  71 138 133]
 [139   4 195 ...  71 138 133]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
113,113,1563.mp4,0,"[[1.         0.99954682 0.99923031 ... 0.         0.         0.        ]
 [0.99954682 1.         0.99952432 ... 0.         0.         0.        ]
 [0.99923031 0.99952432 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99954682 0.99923031 ... 0.         0.         0.        ]
 [0.99954682 1.         0.99952432 ... 0.         0.         0.        ]
 [0.99923031 0.99952432 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[130 235 188 ... 147 185 183]
 [130 234 186 ... 147 185 184]
 [129 234 186 ... 147 185 184]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
114,114,1566.mp4,0,"[[1.         0.98596139 0.98359246 ... 0.         0.         0.        ]
 [0.98596139 1.         0.99224051 ... 0.         0.         0.        ]
 [0.98359246 0.99224051 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.98596139 0.98359246 ... 0.         0.         0.        ]
 [0.98596139 1.         0.99224051 ... 0.         0.         0.        ]
 [0.98359246 0.99224051 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[ 80 182 103 ... 117 179 188]
 [ 90 182 114 ... 121 182 181]
 [ 92 181 116 ... 118 180 178]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
115,115,1571.mp4,0,"[[1.         0.99993948 0.99940245 ... 0.         0.         0.        ]
 [0.99993948 1.         0.99930744 ... 0.         0.         0.        ]
 [0.99940245 0.99930744 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.99993948 0.99940245 ... 0.         0.         0.        ]
 [0.99993948 1.         0.99930744 ... 0.         0.         0.        ]
 [0.99940245 0.99930744 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[153 225 182 ...  39  77  78]
 [154 225 183 ...  39  77  77]
 [154 225 183 ...  39  77  77]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
116,116,158.mp4,0,"[[1.         0.99999881 0.96728008 ... 0.94696117 0.95503093 0.95078737]
 [0.99999881 1.         0.96728758 ... 0.946967   0.95503704 0.95079319]
 [0.96728008 0.96728758 1.         ... 0.97763483 0.98304381 0.98045111]
 ...
 [0.94696117 0.946967   0.97763483 ... 1.         0.99286334 0.99727666]
 [0.95503093 0.95503704 0.98304381 ... 0.99286334 1.         0.9972386 ]
 [0.95078737 0.95079319 0.98045111 ... 0.99727666 0.9972386  1.        ]]","[[1.         0.99999881 0.96728008 ... 0.94696117 0.95503093 0.95078737]
 [0.99999881 1.         0.96728758 ... 0.946967   0.95503704 0.95079319]
 [0.96728008 0.96728758 1.         ... 0.97763483 0.98304381 0.98045111]
 ...
 [0.94696117 0.946967   0.97763483 ... 1.         0.99286334 0.99727666]
 [0.95503093 0.95503704 0.98304381 ... 0.99286334 1.         0.9972386 ]
 [0.95078737 0.95079319 0.98045111 ... 0.99727666 0.9972386  1.        ]]","[[125 215 166 ... 202 250 248]
 [125 215 166 ... 202 250 248]
 [123 209 170 ... 199 249 241]
 ...
 [ 85 164 129 ... 211   6 255]
 [ 82 163 127 ... 211   5 255]
 [ 86 166 131 ... 212   6   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
117,117,1586.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.97185078 0.99886172 ... 0.         0.         0.        ]
 [0.97185078 1.         0.9725213  ... 0.         0.         0.        ]
 [0.99886172 0.9725213  1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
118,118,1589.mp4,0,"[[1.         0.9255027  0.92140087 ... 0.         0.         0.        ]
 [0.9255027  1.         0.99427756 ... 0.         0.         0.        ]
 [0.92140087 0.99427756 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[1.         0.9255027  0.92140087 ... 0.         0.         0.        ]
 [0.9255027  1.         0.99427756 ... 0.         0.         0.        ]
 [0.92140087 0.99427756 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[119  27 186 ... 179 250   8]
 [148  41 230 ... 182   7   0]
 [145  41 230 ... 183   8   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
119,119,159.mp4,0,"[[1.         0.99999637 0.99998727 ... 0.99158909 0.99091247 0.99296325]
 [0.99999637 1.         0.99999082 ... 0.99159972 0.99092321 0.99297224]
 [0.99998727 0.99999082 1.         ... 0.99165173 0.99097489 0.99302982]
 ...
 [0.99158909 0.99159972 0.99165173 ... 1.         0.9995753  0.99887267]
 [0.99091247 0.99092321 0.99097489 ... 0.9995753  1.         0.99908407]
 [0.99296325 0.99297224 0.99302982 ... 0.99887267 0.99908407 1.        ]]","[[1.         0.99999637 0.99998727 ... 0.99158909 0.99091247 0.99296325]
 [0.99999637 1.         0.99999082 ... 0.99159972 0.99092321 0.99297224]
 [0.99998727 0.99999082 1.         ... 0.99165173 0.99097489 0.99302982]
 ...
 [0.99158909 0.99159972 0.99165173 ... 1.         0.9995753  0.99887267]
 [0.99091247 0.99092321 0.99097489 ... 0.9995753  1.         0.99908407]
 [0.99296325 0.99297224 0.99302982 ... 0.99887267 0.99908407 1.        ]]","[[125 226 181 ...  45 112 107]
 [125 226 181 ...  45 112 107]
 [125 226 182 ...  44 112 106]
 ...
 [117 217 167 ...  55 113 112]
 [118 217 167 ...  54 113 112]
 [118 217 168 ...  55 114 113]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
120,120,1595.mp4,0,"[[1.         0.98646117 0.94887175 ... 0.92925776 0.92909356 0.93268877]
 [0.98646117 1.         0.96401987 ... 0.94195049 0.94076735 0.94531251]
 [0.94887175 0.96401987 1.         ... 0.96746344 0.96382466 0.96463518]
 ...
 [0.92925776 0.94195049 0.96746344 ... 1.         0.9951475  0.99129159]
 [0.92909356 0.94076735 0.96382466 ... 0.9951475  1.         0.99152648]
 [0.93268877 0.94531251 0.96463518 ... 0.99129159 0.99152648 1.        ]]","[[1.         0.98646117 0.94887175 ... 0.         0.         0.        ]
 [0.98646117 1.         0.96401987 ... 0.         0.         0.        ]
 [0.94887175 0.96401987 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[178  17 231 ...  18  56  52]
 [186  22 240 ...  21  55  52]
 [195  35 249 ...  12  44  42]
 ...
 [143 233 193 ... 249  35  28]
 [142 233 192 ... 248  33  27]
 [145 234 195 ... 246  35  30]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
121,121,160.mp4,0,"[[1.         0.99920529 0.99854002 ... 0.94785983 0.94896904 0.94757808]
 [0.99920529 1.         0.99925093 ... 0.94806626 0.94917537 0.94775226]
 [0.99854002 0.99925093 1.         ... 0.94709421 0.94861143 0.94689072]
 ...
 [0.94785983 0.94806626 0.94709421 ... 1.         0.98943545 0.99835165]
 [0.94896904 0.94917537 0.94861143 ... 0.98943545 1.         0.99121669]
 [0.94757808 0.94775226 0.94689072 ... 0.99835165 0.99121669 1.        ]]","[[1.         0.99920529 0.99854002 ... 0.         0.         0.        ]
 [0.99920529 1.         0.99925093 ... 0.         0.         0.        ]
 [0.99854002 0.99925093 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[145 185 164 ... 223 248 247]
 [146 185 164 ... 223 247 247]
 [146 185 164 ... 223 247 247]
 ...
 [172 208 189 ... 235 252 255]
 [173 210 195 ... 236 253 254]
 [171 207 189 ... 234 251 252]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
122,122,1600.mp4,0,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[1.         0.72068088 0.59209123 ... 0.         0.         0.        ]
 [0.72068088 1.         0.80404863 ... 0.         0.         0.        ]
 [0.59209123 0.80404863 1.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
